dc.title[pt_BR],dc.identifier.uri,dc.date.issued[pt]
Prolongamento da amamentação após o primeiro ano de vida : argumentos das mães,http://repositorio.unb.br/handle/10482/6057,2005
The effect of hydrothermal treatment on the morphologies and optical properties of Upconversion nayf 4:ln 3+ Crystals,http://repositorio.unb.br/handle/10482/30693,2017-09
A mathematical formulation of the boundary integral equations for a compressible stokes flow,http://repositorio.unb.br/handle/10482/11276,2003
Diversidade genética intra e interespecífica de pitaya com base nas características físico-químicas de frutos,http://repositorio.unb.br/handle/10482/28715,2013-12
Distribution system planning for a competitive market in Brasilia,http://repositorio.unb.br/handle/10482/15958,1999-10
O “Ser” e o “Estar” arquivista no Brasil de hoje : regulamentação e trabalho profissional,http://repositorio.unb.br/handle/10482/12897,2008
Novo Fundeb : aperfeiçoado e permanente para contribuir com os entes federados na oferta educacional,https://repositorio.unb.br/handle/10482/40241,2021-02-22
Bulas de medicamentos como instrumento de informação técnico-científica,http://repositorio.unb.br/handle/10482/25835,2002-02
"Topworking of 'Bengal' lychee trees in the state of São Paulo, Brazil",http://repositorio.unb.br/handle/10482/29149,2014-09
A aplicação do processo de enfermagem em famílias de realidade sócio-econômicas diferentes,http://repositorio.unb.br/handle/10482/1253,1993
Innovation in companies and cultural orientation to innovation : a multilevel study,https://repositorio.unb.br/handle/10482/36530,2019
Mineralização de esterco de ovinos e sua influência na produção de alface,http://repositorio.unb.br/handle/10482/12481,2012
"""O que gerencio e de quem dependo?"" :  determinantes da ação de blogueiros",http://repositorio.unb.br/handle/10482/21568,2016-07
Do Brazilian scientific journals promote the adherence of Chagas disease researchers to internacional ethical principals?,http://repositorio.unb.br/handle/10482/28686,2013-06
Desempenho acústico em edificações de porte monumental : um estudo de caso da Biblioteca Central e do Restaurante Universitário da Universidade de Brasília,http://repositorio.unb.br/handle/10482/52497,2024-09
Indicador de atividade reflexiva e teoria fundamentada :  o pensamento reflexivo na busca e no uso da informação,http://repositorio.unb.br/handle/10482/9598,2011
Contribution to the discussion on healthy cities: analysis of the correlation between the MHDI and the presence of public open spaces in the city of Recife/PE,http://repositorio.unb.br/handle/10482/50358,2022-07-17
"Architectural specification, exploration and simulation through rewriting-logic",http://repositorio.unb.br/handle/10482/11087,2002-07
Action of pentoxifylline on experimental cutaneous leishmaniasis due to Leishmania (Leishmania) amazonensis,http://repositorio.unb.br/handle/10482/25588,2000-08
Publicidade de alimentos e escolhas alimentares de crianças,http://repositorio.unb.br/handle/10482/21585,2014-01
Uso oral do óleo de linhaça (Linum usitatissimum) no tratamento do olho seco de pacientes portadores da síndrome de Sjögren,http://repositorio.unb.br/handle/10482/26826,2007
Eagle's Syndrome,http://repositorio.unb.br/handle/10482/29022,2013
Estruturas domésticas e grupos de interesse : a formação da posição Brasileira para Seattle,http://repositorio.unb.br/handle/10482/9132,2003-07
Caracterização do regime de ventos no Piauí para o aproveitamento de energia eólica,http://repositorio.unb.br/handle/10482/30663,2017-03
Development of a species-specific detection method for three Brazilian tomato begomoviruses||Desenvolvimento de método de detecção específico à espécie para três begomovirus no Brasil,http://repositorio.unb.br/handle/10482/27914,2010
Low temperature photoluminescence in ultra-thin germanium quantum wells,http://repositorio.unb.br/handle/10482/6174,1999-09
As fases de (re)produção do patrimônio cultural brasileiro : interpretação e valoração da paisagem urbana da gênese colonial à mercantilização das cidades históricas no Brasil,http://repositorio.unb.br/handle/10482/9549,2009-01
Pierre Bourdieu: a distinção de um legado de práticas e valores culturais,http://repositorio.unb.br/handle/10482/27264,2008
Tegumentary leishmaniasis in the state of Amazonas : what have we learned and what do we need?,http://repositorio.unb.br/handle/10482/29531,2015-06
The disruption of elective procedures due to COVID‑19 in Brazil in 2020,https://repositorio.unb.br/handle/10482/44768,2022-06-29
The use of assessment of chronic illness care technology to evaluate the institutional capacity for HIV/AIDS management,http://repositorio.unb.br/handle/10482/34236,2019
Polineuropatia aguda atipica na vigencia de doença de Chagas cronica : registro de um caso,http://repositorio.unb.br/handle/10482/25043,1984-03
Symmetric positive solutions to nonlinear Choquard equations with potentials,http://repositorio2.unb.br/jspui/handle/10482/46606,2022-02-07
As televisões universitárias brasileiras à luz do mapa 4.0,https://repositorio.unb.br/handle/10482/39801,2020
"Mucopolysaccharidosis I, II, and VI: brief review and guidelines for treatment",http://repositorio.unb.br/handle/10482/27851,2010
Tomato seed image analysis during the maturation,https://repositorio.unb.br/handle/10482/36680,2019
Pentavalent antimonial nephrotoxicity in the rat,http://repositorio.unb.br/handle/10482/25166,1990-08
Neuromodulation approaches for the treatment of major depression : challenges and recommendations from a working group meeting,http://repositorio.unb.br/handle/10482/19482,2016-02-12
Normative data of Fuld Object Memory Evaluation test for brazilian elderly population,http://repositorio.unb.br/handle/10482/29990,2016-02
Voice symptoms and handicap in adults with cochlear implants,https://repositorio.unb.br/handle/10482/36491,2019
Drummond e a poesia das vanguardas pós-1960 (ou os diálogos da poética as canção com a poética do cânone),http://repositorio.unb.br/handle/10482/3611,2002
"Turismo, ética e responsabilidade social com crianças e adolescentes",http://repositorio.unb.br/handle/10482/21290,2013-12
Coisas velhas em coisas novas : novas “velhas tecnologias”,http://repositorio.unb.br/handle/10482/9651,2010-01
Artigos de periódicos científicos das áreas de informação no Brasil : evolução da produção e da autoria múltipla,http://repositorio.unb.br/handle/10482/7970,2008-05
Custos de transação em investimentos coletivos,http://repositorio.unb.br/handle/10482/27413,2009-12
A tutoria no Programa de Capacitação a Distância de Gestores Escolares – PROGESTÃO,http://repositorio.unb.br/handle/10482/14029,2007-12
"Leaf litter input and electrical conductivity may change density
of Phylloicus sp. (Trichoptera: Calamoceratidae) in a Brazilian
savannah stream",http://repositorio.unb.br/handle/10482/30458,2016
Necessidades e possibilidades para o financiamento da educação brasileira no plano nacional de educação,http://repositorio.unb.br/handle/10482/28747,2013-09
Hyperbolic 3-manifold groups are subgroup into conjugacy separable,https://repositorio.unb.br/handle/10482/43678,2022
Characterization of the selection of medicines for the Brazilian primary health care,http://repositorio.unb.br/handle/10482/30557,2017
Plastic recycling and their use as raw material for the synthesis of carbonaceous materials,http://repositorio2.unb.br/jspui/handle/10482/46832,2022
A tradução como atividade contrastiva e de conscientização na aprendizagem de línguas próxima,http://repositorio.unb.br/handle/10482/9576,2009
"Decrease in species richness and diversity, and shrub encroachment in Cerrado grasslands : a 20 years study",http://repositorio2.unb.br/jspui/handle/10482/48566,2022-05-25
Tradução : espelho da mudança? : Mafalda responde,http://repositorio.unb.br/handle/10482/33435,2018
Incompatibilidades intersemióticas em memes : um estudo a partir de resultados de tradução automática do inglês para o português,https://repositorio.unb.br/handle/10482/43634,2022-03
"Acumulação flexível, técnicas de inovação e grande indústria do fitness : o caso Curves Brasil",http://repositorio.unb.br/handle/10482/6228,2007-09-07
"Investigação molecular de Ehrlichia canis, Anaplasma platys, Anaplasma phagocytophilum e Rickettsia spp. em felídeos selvagens cativos",http://repositorio.unb.br/handle/10482/33348,2018
"A new brazilian termite species and the first record of soldier dimorphism in the genus Orthogna thotermes (Isoptera, Termitidae)",http://repositorio.unb.br/handle/10482/25053,1984
Terapia periodontal em pacientes diabéticos : a extensão de resgatar o sorriso,http://repositorio.unb.br/handle/10482/14093,2010
Redes e participação social em campos políticos da cooperação internacional a experiência brasileira,http://repositorio.unb.br/handle/10482/17685,2011
"Prevalência de neoplasmas cutâneos em cães da Região Metropolitana de Porto Alegre, RS : 1.017 casos (2002-2007)",http://repositorio.unb.br/handle/10482/7100,2010-11
Reação de genótipos de melancia ao crestamento gomoso do caule,http://repositorio.unb.br/handle/10482/15751,2005-10
"The ultrastructure of the spermatozoa of Epipedobates flavopictus (Amphibia, Anura, Dendrobatidae), with comments on its evolutionary significance",http://repositorio.unb.br/handle/10482/19390,2002-10
Behavioural and cognitive effects of simvastatin dose used in stimulation of bone regeneration in rats,http://repositorio.unb.br/handle/10482/29226,2014
Hydrolysis of xylans by enzyme systems from solid cultures of Trichoderma harzianum strains,http://repositorio.unb.br/handle/10482/25519,1999
Desafios “práticos e reflexivos” para os cursos de graduação em terapia ocupacional em tempos de pandemia,https://repositorio.unb.br/handle/10482/39647,2020
"Analysis of habits of consumers related to e-waste considering the knowledge of Brazilian national policy of solid waste : a comparison among white, green, brown and blue lines",https://repositorio.unb.br/handle/10482/44898,2022-09-15
Genetic diversity of irrigated barley based on molecular and quantitative data and on malting quality,http://repositorio.unb.br/handle/10482/28712,2013-07
"Biological aspects of Tiracola grandirena (Herrich-Schäffer, 1868) (Lepidoptera: Noctuidae) : a polyphagous armyworm",http://repositorio.unb.br/handle/10482/29394,2014
Contribuições dos letramentos digital e informacional na sociedade contemporânea,http://repositorio.unb.br/handle/10482/30685,2017-05
"Aceleração social, uberização e pandemia : quem precisa do direito do trabalho?",https://repositorio.unb.br/handle/10482/39545,2020-08-31
Evaluation of carcass and muscle traits in Santa Ines female lambs finished with different agricultural products,http://repositorio.unb.br/handle/10482/30102,2016-09
Recovery para uma vida cotidiana de protagonismo em saúde mental,https://repositorio.unb.br/handle/10482/45208,2022
Educação corporativa e desempenho ocupacional : há alguma relação?,http://repositorio.unb.br/handle/10482/27572,2009-12
Productive losses on broiler preslaughter operations : effects of the distance from farms to abattoirs and of lairage time in a climatized holding area,http://repositorio.unb.br/handle/10482/12451,2010
