dc.title[pt_BR],dc.identifier.uri,dc.date.issued[pt]
Luminescent and magnetic properties of Fe3O4@SiO2:phen:Eu3+,http://repositorio.unb.br/handle/10482/30817,2017-10
"Fatores associados à atividade física em adultos, Brasília, DF",http://repositorio.unb.br/handle/10482/13996,2010-10
"Contabilidade, gestão e governança : análise de doze anos de publicação (1998 a 2009)",http://repositorio.unb.br/handle/10482/14465,2010-12
Febre crônica associada a abscesso esplênico causado por Staphylococcus epidermidis,http://repositorio.unb.br/handle/10482/26862,2007-10
"A Casa dos Espíritos e seus lugares : arquitetura, literatura e mulheres na obra de Isabel Allende",https://repositorio.unb.br/handle/10482/44884,2022
Saber da experiência e narrativas autobiográficas na formação inicial de professores de biologia,http://repositorio.unb.br/handle/10482/29842,2015-01
"Necrose das folhas da batatinha, causada por toxina de afídios",http://repositorio.unb.br/handle/10482/15820,1961
Assessment of the satisfaction level of users of Brazilian cabotage - containerized cargo segment,https://repositorio.unb.br/handle/10482/45102,2022-09-26
Milton H. Erickson e o cavalo de tróia : a terapia não convencional no cenário da crise dos paradigmas em psicologia clínica,http://repositorio.unb.br/handle/10482/25908,2002
"Educação profissional e tecnológica : cotejamentos entre Brasil e Argentina na busca do ""novo desenvolvimentismo""",https://repositorio.unb.br/handle/10482/39620,2020-01-02
Validação do instrumento de indicadores de bem-estar pessoal nas organizações,http://repositorio.unb.br/handle/10482/27816,2010-06
Lepidopteran caterpillar fauna on lactiferous host plants in the central Brazilian cerrado||Fauna de Lepidoptera associada a plantas lactíferas do cerrado,http://repositorio.unb.br/handle/10482/25483,1999
"Artérias e veias placentárias em ovinos deslanados sem raça definida (Ovis aries, L. 1758)||Placental arteries and veins in wooless mongrel sheep (Ovis aries, L. 1758)",http://repositorio.unb.br/handle/10482/25659,2000
Pet fiber reinforced sand performance under triaxial and plate load tests,https://repositorio.unb.br/handle/10482/44476,2021
Lysophosphatidylcholine induces NLRP3 inflammasome-mediated foam cell formation and pyroptosis in human monocytes and endothelial cells,https://repositorio.unb.br/handle/10482/40953,2020
Evaluation of quality of life and photoplethysmography in patients with chronic venous insufficiency treated with foam sclerotherapy,http://repositorio.unb.br/handle/10482/29870,2015-04
Specificity of the rapid rK39 antigen-based immunochromatographic test Kalazar Detect(r) in patients with cutaneous leishmaniasis in Brazil,http://repositorio.unb.br/handle/10482/28698,2013-05
Ligas Acadêmicas no processo de formação dos estudantes,http://repositorio.unb.br/handle/10482/29568,2015-07
"""Vá e conte ao seu povo"": interpretações e mediações no trabalho antropológico||""Go and tell your people"": interpretations and mediations in the anthropological work",http://repositorio.unb.br/handle/10482/27399,2008
Medicine manipulation : an alternative to mitigate therapeutic gaps in the Brazilian Unified Health System?,http://repositorio.unb.br/handle/10482/50467,2022-11-09
Eleições americanas e o semblante político de Reagan,http://repositorio.unb.br/handle/10482/21855,2004-07
Effect of photoperiod stress assessment and locomotor activity of female lambari (Astyanax bimaculatu),http://repositorio.unb.br/handle/10482/29313,2014
A promoção da saúde na perspectiva social ecológica,http://repositorio.unb.br/handle/10482/12501,2008
Metodologia para identificação da qualidade da informação para planejamento de transportes,http://repositorio.unb.br/handle/10482/13478,2004-06
Brazilian food handlers' years of work in the foodservice and excess weight : a nationwide cross-sectional study,https://repositorio.unb.br/handle/10482/44417,2022-05-30
Humanidade e pertencimento : lições em tempos de pandemia,https://repositorio.unb.br/handle/10482/42162,2020-12
Formação escolar e formação esportiva : caminhos apresentados pela produção acadêmica,http://repositorio.unb.br/handle/10482/33040,2017
Indígenas em contexto urbano e identidade : uma colaboração artística com os Wapichana,https://repositorio.unb.br/handle/10482/43454,2021-12
Existe o efeito liquidez no mercado acionário brasileiro?,http://repositorio.unb.br/handle/10482/14565,2012-10
Efetividade da declaração do posicionamento : teste experimental dos contextos competitivos no conhecimento da marca,http://repositorio.unb.br/handle/10482/32182,2018-01
Povos indígenas em áreas de fronteira internacional do Brasil: Enquadrando a problemática social da presença indígena entre fronteiras,https://repositorio.unb.br/handle/10482/44204,2018-12-31
Normas do Tamanho da Categoria para 906 palavras da língua portuguesa,http://repositorio.unb.br/handle/10482/30122,2016
The feasibility of recycled micro polyethylene terephthalate (PET) replacing natural sand in hot-mix asphalt,https://repositorio.unb.br/handle/10482/44475,2022
Reflexões sobre o planejamento e o processo de ensino-aprendizagem : o caso dos professores de informática da Educação Profissional e Tecnológica,https://repositorio.unb.br/handle/10482/40092,2020-12-21
Teaching practices for creativity at university : a study in Portugal and Brazil,http://repositorio.unb.br/handle/10482/30713,2017-08
Quantitative prey species detection in predator guts across multiple trophic levels by mapping unassembled shotgun reads,https://repositorio.unb.br/handle/10482/45126,2022-08-02
"Miragens do “novo Oriente”: China, Estados Unidos e sonhos que circulam",https://repositorio.unb.br/handle/10482/44489,2018-01-30
"Turismo, unidades de conservação e inclusão social : uma análise da “Área de Proteção Ambiental Recifes de Corais” (APARC)",https://repositorio.unb.br/handle/10482/42952,2018-12-19
Safety culture in the operating room of a public hospital in the perception of healthcare professionals,http://repositorio.unb.br/handle/10482/29715,2015-11
Compreensões de criatividade entre professores da educação básica no contexto da pandemia de covid-19,https://repositorio.unb.br/handle/10482/44739,2022
O pensamento dos gestores municipais sobre a ouvidoria como um potencial instrumento de gestão participativa do SUS,http://repositorio.unb.br/handle/10482/30187,2016-07
Brazilian scientific journals that use the Open Journals Systems (OJS) : a quality analysis,http://repositorio.unb.br/handle/10482/16046,2012-01
"Indigenous and traditional knowledge, sustainable harvest, and the long road ahead to reach the 2020 Global Strategy for Plant Conservation objectives",http://repositorio.unb.br/handle/10482/33685,2018
Desafios para a atenção primária à saúde no Brasil : uma análise do trabalho das agentes comunitárias de saúde durante a pandemia de Covid-19,https://repositorio.unb.br/handle/10482/40858,2021-01
Organização do Conhecimento : teorias semânticas como base para estudo e representação de conceitos,http://repositorio.unb.br/handle/10482/12894,2011-01
Comunicação científica para o público leigo : breve histórico,http://repositorio.unb.br/handle/10482/13202,2010
O ter e o ser : representações sociais da adolescência entre adolescentes de inserção urbana e rural,http://repositorio.unb.br/handle/10482/23444,2003
Organização espacial na percepção visual de luminosidade||Spatial organization in visual perception of lightness,http://repositorio.unb.br/handle/10482/27710,2010
Nacionalização partidária e estratégias eleitorais no presidencialismo de coalizão,http://repositorio.unb.br/handle/10482/21472,2015-07
"Isomorphism, institutionalization and legitimacy: operational auditing at the court of auditors",http://repositorio.unb.br/handle/10482/27078,2007
A rede social na intervenção em crise nas tentativas de suicídio : elos imprescindíveis da atenção,http://repositorio.unb.br/handle/10482/11358,2010
"Chuva de sementes em uma floresta monodominante de Brosimum rubescens Taub. e em uma floresta mista adjacente no Vale do Araguaia, MT, Brasil",http://repositorio.unb.br/handle/10482/10376,2006-06
Influência de diversos substratos no desenvolvimento de mudas de maracujazeiro azedo (Passiflora edulis Sims f. flavicarpa DEG),http://repositorio.unb.br/handle/10482/6782,2001-08
Serviço Social no nordeste brasileiro : particularidades regionais e formação profissional,https://repositorio.unb.br/handle/10482/43536,2021-07
"Human mucocutaneous leishmaniasis in Três Braços, Bahia - Brazil : an area of Leishmania braziliensis braziliensis transmission. II. Cutaneous disease. Presentation and evolution",http://repositorio.unb.br/handle/10482/20334,1984-10
A estrutura científica da inteligência competitiva,http://repositorio.unb.br/handle/10482/30215,2016-01
Mercado de trabalho e mulheres deficientes : um estudo exploratório sobre a empregabilidade no setor hoteleiro de Brasília – DF,http://repositorio.unb.br/handle/10482/21346,2015-12
O conceito de biodiversidade e a história da biologia da conservação : da preservação da wilderness à conservação da biodiversidade,http://repositorio.unb.br/handle/10482/28748,2013-12
Perfil sociodemográfico e estado de saúde auto-referido entre idosas de uma localidade de baixa renda,http://repositorio.unb.br/handle/10482/27345,2008-12
Estímulo ao associativismo no Brasil : algumas propostas de políticas públicas,http://repositorio.unb.br/handle/10482/7661,2003-07
Design centrado no usuário : criando recursos didáticos para idosos,http://repositorio.unb.br/handle/10482/16371,2013
Happiness at work : organizational values and person-organization fit impact,http://repositorio.unb.br/handle/10482/29711,2015-05
Tratamento de ruídos e caracterização de fisionomias do cerrado utilizando séries temporais do sensor MODIS,http://repositorio.unb.br/handle/10482/9745,2011-05
"Geoquímica e geocronologia U-Pb (SHRIMP) de granitos da região de Peixoto de Azevedo : Província Aurífera Alta Floresta, Mato Grosso",http://repositorio.unb.br/handle/10482/29494,2014-07
Coprodução em serviços intensivos em conhecimento : uma análise de projetos em uma consultoria empresarial,http://repositorio.unb.br/handle/10482/32566,2018-04
Vagones para mujeres : ¿una separación que protege?,http://repositorio.unb.br/handle/10482/31222,2017
A construção profissional do/da professor/professora de matemática à luz da psicanálise : dois mundos e uma identidade,http://repositorio.unb.br/handle/10482/51718,2024-09-20
Meta-avaliação de auditorias de natureza operacional do Tribunal de Contas da União,http://repositorio.unb.br/handle/10482/5944,2009
Effect of exercise on the caloric intake of breast cancer patients undergoing treatment,http://repositorio.unb.br/handle/10482/27214,2008
Uma análise da regra de ouro no Brasil,https://repositorio.unb.br/handle/10482/36283,2019
Exploring infrared sensoring for real time welding defects monitoring in GTAW,http://repositorio.unb.br/handle/10482/11337,2010-06
Sincronização de estro com prostaglandina F2α versus progestágeno associado à gonadotrofina coriônica equina (eCG) em ovelhas Santa Inês no Distrito Federal,http://repositorio.unb.br/handle/10482/7052,2010
Planejamento familiar : a autonomia das mulheres sob questão,http://repositorio.unb.br/handle/10482/2344,2006
Suplementação com creatina associada ao treinamento resistido não altera as funções renal e hepática,http://repositorio.unb.br/handle/10482/28205,2011-08
Normalized solutions for an horizontal transmission problem,https://repositorio.unb.br/handle/10482/45086,2020-01-16
"Associativismo, reconhecimento e acesso às políticas públicas : o papel pedagógico da participação dos usuários",https://repositorio.unb.br/handle/10482/42835,2020
"Avaliação dos serviços de saúde do município de Cáceres, MT (Brasil) : contribuições à programação",http://repositorio.unb.br/handle/10482/12838,1987-10
"Avaliação da qualidade dos dados, oportunidade e aceitabilidade da vigilância da tuberculose nas microrregiões do Brasil",http://repositorio.unb.br/handle/10482/30767,2017-10
Trezentos : a dimensão humana do método,http://repositorio.unb.br/handle/10482/30726,2017-03
"Probiotics, prebiotics, and synbiotics in chronic constipation : outstanding aspects to be considered for the current evidence",http://repositorio2.unb.br/jspui/handle/10482/46595,2022-12-08
O contexto arquivístico como diretriz para a gestão documental de materiais fotográficos de arquivo,http://repositorio.unb.br/handle/10482/303http://repositorio.unb.br/handle/10482/303,2008-09-08
Consumo alimentar entre crianças brasileiras com idade de 6 a 59 meses,http://repositorio.unb.br/handle/10482/13914,2012-09
"Toxoplasma gondii-skeletal muscle cells interaction increases lipid droplet biogenesis and positively modulates the production of IL-12, IFN-g and PGE2",http://repositorio.unb.br/handle/10482/23769,2014-01-23
Remoção de matéria orgânica do esgoto em solo de wetland construído,http://repositorio.unb.br/handle/10482/29758,2015-10
Validation of a microsatellite panel for parentage testing of locally adapted and commercial goats in Brazil,http://repositorio.unb.br/handle/10482/29355,2014
Postural biomechanical risks for nursing workersRiscos biomecânicos posturais em trabalhadores de enfermagem,http://repositorio.unb.br/handle/10482/29251,2014
Dinâmica da infecção natural por Babesia bigemina em bezerros a partir do nascimento detectado pela reação em cadeia da Polimerase,http://repositorio.unb.br/handle/10482/7854,2008-07
"Algumas notas sobre bonecas para mulheres ""negras"" em Maputo",http://repositorio.unb.br/handle/10482/30247,2016-09
Artrite reumatoide inicial : conceitos,http://repositorio.unb.br/handle/10482/27781,2010
"Modelagem dos impactos ecológicos do projeto hidroviário da lagoa mirim (Brasil- Uruguai), baseada em raciocínio qualitativo",http://repositorio.unb.br/handle/10482/10440,2012
"Regionalization of a landscape-based hazard index of malaria transmission : an example of the State of Amapá, Brazil",https://repositorio.unb.br/handle/10482/35936,2017
Entre a fonte e o objeto : o estatuto da imagem na história e na história da arte,http://repositorio.unb.br/handle/10482/10029,2007
A obra científica de Mattoso Câmara Jr.,http://repositorio.unb.br/handle/10482/7894,2005-12
"Elbella luteizona (Mabille, 1877) (Lepidoptera, Hesperiidae: Pyrginae) in Brazilian Cerrado : larval morphology, diet, and shelter architecture",http://repositorio.unb.br/handle/10482/30589,2017-10
Ética na pesquisa: experiência de treinamento em países sul-africanos,http://repositorio.unb.br/handle/10482/26668,2006
Parcerias intraeuropeias : 50 anos do Tratado do Eliseu (1963-2013),http://repositorio.unb.br/handle/10482/28671,2013
A governança corporativa aplicada no setor público brasileiro,http://repositorio.unb.br/handle/10482/5974,2010
"Cuidado parental de Sula leucogaster (Boddaert) (Aves, Pelecaniformes, Sulidae) nas Ilhas dos Currais, Paraná, Brasil",http://repositorio.unb.br/handle/10482/26022,2003-12
A inocência do museu : intersecções entre literatura e artes visuais,http://repositorio.unb.br/handle/10482/15883,2013
Bosonic charge carriers in necklace-like graphene nanoribbons,https://repositorio.unb.br/handle/10482/44141,2020
Population coding of facial information in the monkey superior colliculus and pulvinar,http://repositorio.unb.br/handle/10482/24155,2016-12-21
Medical residency in gynecology and obstetrics in times of COVID-19 : recommendations of the National Specialized Commission on Medical Residency of FEBRASGO,https://repositorio.unb.br/handle/10482/39644,2020-07
Do caos documentário à gerência da informação,http://repositorio.unb.br/handle/10482/1304http://repositorio.unb.br/handle/10482/1304,1994
O associativismo e o ativismo da sociedade civil no  Conselho Nacional de Direitos da Pessoa com Deficiência (Conade),https://repositorio.unb.br/handle/10482/42836,2021-03
Percepções docentes sobre avaliação da qualidade do ensino na Educação Superior,http://repositorio.unb.br/handle/10482/30724,2017-09
"Brazilian credit union member groups: borrower-dominated, saver-dominated or neutral behavior?",http://repositorio.unb.br/handle/10482/29008,2013-03
O caso do banco Panamericano sob o ponto de vista da ética,http://repositorio.unb.br/handle/10482/14820,2012-01
Modelo genérico de gestão da informação científica digital para instituições de pesquisa na perspectiva da comunicação científica e do acesso aberto,repositorio.unb.br/handle/10482/17963,2015-04-23
"Avaliação da cobertura do programa de triagem neonatal de hemoglobinopatias em populações do Recôncavo Baiano, Brasil||Evaluation of coverage by a neonatal screening program for hemoglobinopathies in the Recôncavo region of Bahia, Brazil",http://repositorio.unb.br/handle/10482/26674,2006
When my own beliefs are not first-personal enough,http://repositorio.unb.br/handle/10482/13440,2007
Respiratory mechanics and morphometric changes during anesthesia with ketamine in normal rats,http://repositorio.unb.br/handle/10482/25735,2001
Imagens de liderança indígena e o programa Waimiri-Atroari : índios e usinas hidrelétricas na Amazônia,http://repositorio.unb.br/handle/10482/23277,2000-01
Relações entre suicídio e trabalho : diferenças epistemológicas e (im)possibilidade de diálogo,http://repositorio.unb.br/handle/10482/6313,2010-09
A atualidade do conceito de gerações de Karl Mannheim,http://repositorio.unb.br/handle/10482/7373,2010-05
Impactos da sojicultura de exportação sobre a biodiversidade do Cerrado,http://repositorio.unb.br/handle/10482/27587,2009-08
"Intramolecular ene reactions catalyzed by NbCl5, TaCl5 and InCl3",http://repositorio.unb.br/handle/10482/26245,2004
Estudos sobre Bombacaceae : II. Anatomia do lenho secundário de Catostemma albuquerquei Paula,http://repositorio.unb.br/handle/10482/24963,1975-12
"Comparative biology of two congeneric stinkbugs, Chinavia impicticornis and C. ubica (Hemiptera: Pentatomidae)",http://repositorio.unb.br/handle/10482/29555,2015-05
Reproduction of Blue-black Grassquits in central Brazil||Reprodução do tiziu no Brasil central,http://repositorio.unb.br/handle/10482/27107,2007
Enquadramento dos corpos d água e cobrança pelo uso da água na bacia do rio Pirapama - PE||Water body classification and raw water charges in the Pirapama River Basin,http://repositorio.unb.br/handle/10482/26748,2006
"Immediate changes in electroencephalography activity in individuals with nonspecific chronic low back pain after cranial osteopathic manipulative treatment : study protocol of a randomized, controlled crossover trial",http://repositorio.unb.br/handle/10482/24811,2015-07-13
Georeferenciamento de áreas prioritárias para a conservação da biodiversidade na região do Ecomuseu do Cerrado - GO,http://repositorio.unb.br/handle/10482/16215,2012
Da colonização e da emancipação do pensamento,http://repositorio.unb.br/handle/10482/9677,2003-11
"Morbidade hospitalar por causas relacionadas à influenza em idosos no Brasil, 1992 a 2006",http://repositorio.unb.br/handle/10482/12905,2009
Os derivativos agrícolas como uma ferramenta de gestão do risco de preço,http://repositorio.unb.br/handle/10482/14516,2012-11
A inserção da questão “naturaleza de la ciencia” no ensino : uma notável experiência platina ... sugestiva para a geografia,http://repositorio.unb.br/handle/10482/21906,2016-05
Ethical Behavior at Work Scale (EBAW) : construction and evidence of validity,http://repositorio.unb.br/handle/10482/48750,2023-01-01
Turismo e gestão de investimentos públicos : uma análise nas regiões turísticas do Rio Grande do Norte - Brasil 2003/2016,https://repositorio.unb.br/handle/10482/40948,2021-04
Polidez no Brasil e na Espanha : um estudo de caso comparativo,http://repositorio.unb.br/handle/10482/9894,2010
"Radiometric normalization of temporal images combining automatic detection of pseudo-invariant features from the distance and similarity spectral measures, density scatterplot analysis, and robust regression",http://repositorio.unb.br/handle/10482/16202,2013
"Oleuropein protects against cerebral ischemia injury in rats : molecular docking, biochemical and histological findings",https://repositorio.unb.br/handle/10482/41075,2021-05-18
Identification and pathogenicity of Pseudomonas cichorii associated with a bacterial blight of gerbera in the Federal District,http://repositorio.unb.br/handle/10482/30098,2016-04
Adaptação cultural de intervenções preventivas em saúde mental baseadas em evidências,http://repositorio.unb.br/handle/10482/33531,2018
"Secular state, conscientious objection and public health policies",http://repositorio.unb.br/handle/10482/15288,2014-03-07
"Stratigraphy of the Southern part of the Sergipano Belt, NE Brazil : tectonic implications",http://repositorio.unb.br/handle/10482/10218,1995-09
Psicologia escolar no Brasil e no Maranhão : percursos históricos e tendências atuais,http://repositorio.unb.br/handle/10482/27548,2009-06
F-NIDS : a network intrusion detection system based on federated learning,http://repositorio.unb.br/handle/10482/48015,2023
Effects of severe floods and droughts on wildlife of the Pantanal wetland (Brazil) - a review,http://repositorio.unb.br/handle/10482/15731,2012
"“The Visit” (2021), de Chimamanda Ngozi Adichie : feminismo literário e ficção especulativa",http://repositorio.unb.br/handle/10482/52329,2023-03-02
Professores em transição : produção de significados em atuação inicial na inclusão escolar,http://repositorio.unb.br/handle/10482/30132,2016
Democracia liberal : uma novidade já desbotada entre jovens,http://repositorio.unb.br/handle/10482/27312,2008-06
Fontes de informação sobre Gestão de Dados de Pesquisa,http://repositorio2.unb.br/jspui/handle/10482/46787,2021-01-12
Sistema integrado de rede de atenção à saúde mental no Distrito Federal frente a epidemia Covid-19,https://repositorio.unb.br/handle/10482/42079,2020-11
Variáveis de contexto e respostas à mudança organizacional : testando o papel mediador das atitudes,http://repositorio.unb.br/handle/10482/29614,2015-04
The granularity of the Brazilian banking market,https://repositorio.unb.br/handle/10482/42843,2021-11
As lições do Palace-II e os registros para a memória,http://repositorio.unb.br/handle/10482/588http://repositorio.unb.br/handle/10482/588,1998
From Charcot’s descriptions to the current understanding of neuropsychiatric symptoms in multiple sclerosis,https://repositorio.unb.br/handle/10482/36206,2019
"Rice crop detection using LSTM, Bi-LSTM, and machine learning models from sentinel-1 time series",https://repositorio.unb.br/handle/10482/41912,2020-08-18
Desempenho da marca organizacional na rede social : efeitos das dinâmicas e das sinergias vindas a partir da comunicação integrada de marketing,http://repositorio.unb.br/handle/10482/21766,2016-04
Covid-19 na região integrada de desenvolvimento do Distrito Federal e Entorno : distribuição espacial e medidas sanitárias de contingência,https://repositorio.unb.br/handle/10482/40915,2020-06-20
Review of zeolite membranes for natural gas processing and treatment :  state of the art and future perspectives,http://repositorio.unb.br/handle/10482/48406,2023
Lingual tonsil pseudolymphoma and obstructive sleep apnea,http://repositorio.unb.br/handle/10482/2292,2009
O discurso jornalístico sobre privatizações e protestos nas ruas||Media discourse on privatization and street protest,http://repositorio.unb.br/handle/10482/26426,2005
Enfrentando o COVID-19 e suas relações socioambientais : empoderamento de Redes Locais para acesso à água como direito nas ARIS do DF (Vida & Água para ARIS),https://repositorio.unb.br/handle/10482/41076,2020-11
Efeito agudo da aplicação de vibração de corpo inteiro na força muscular de membros superiores,https://repositorio.unb.br/handle/10482/36698,2019
Etanol e biodiesel como recursos energéticos alternativos : perspectivas da América Latina e da Ásia,http://repositorio.unb.br/handle/10482/27145,2008
Outpatient treatment of sleep disorders in Alzheimer patients,http://repositorio.unb.br/handle/10482/29878,2015-07
Especificidades do léxico do português de Timor-Leste Peculiarities of East Timorese Portuguese lexicon,http://repositorio.unb.br/handle/10482/23965,2012
Managerial competencies and results in research groups,http://repositorio.unb.br/handle/10482/33593,2018
"A infância em foco : Estado, políticas públicas e educação",https://repositorio.unb.br/handle/10482/45064,2014-12-23
International VaR approach : Backtesting for different capital markets,https://repositorio.unb.br/handle/10482/36523,2019
Variability in micronucleus induction with different mutagens applied to several species of fish,http://repositorio.unb.br/handle/10482/25662,2000
As competências da psicologia jurídica na avaliação psicossocial de famílias em conflito,http://repositorio.unb.br/handle/10482/7315,2009
A influência dos sistemas sensoriais na plataforma de força: estudo do equilíbrio corporal em idosas com e sem queixa de tontura||Influence of sensorial systems on force plate: study of postural balance in aged women with and without dizziness complaints,http://repositorio.unb.br/handle/10482/27859,2010
"Screening for celiac disease among patients with Turner syndrome in Brasília, DF, midwest region of Brazil",http://repositorio.unb.br/handle/10482/22925,2010-07
Diallel analysis for grain yield and mineral absorption rate of soybeans grown in acid brazilian savannah soil,http://repositorio.unb.br/handle/10482/6761,1999-06
CO2 adsorption in nitrogen-doped single-layered graphene quantum dots : a spectroscopic investigation,https://repositorio.unb.br/handle/10482/41149,2019-02-14
"Abordando a dinâmica de fluidos por uma via intuitiva, embora de validade restrita: princípio da superposição||Facing fluid dynamics through a friendly shortcut though of limited validity: the superposition principle",http://repositorio.unb.br/handle/10482/27391,2008
A rotulação da adolescente infratora em sentenças de juízes e juízas de direito do Distrito Federal,http://repositorio.unb.br/handle/10482/30450,2016-05
The pattern of immune cell infiltration in chromoblastomycosis: involvement of macrophage inflammatory protein-1 alpha/CCL3 and fungi persistence||Padrão de infiltração de células do sistema imune na cromomicose: envolvimento de MIP-1 alfa da persistência fúngica,http://repositorio.unb.br/handle/10482/26857,2007
A política pública de expansão para a educação superior entre 1995 e 2010 : uma abordagem neoinstitucionalista histórica,http://repositorio.unb.br/handle/10482/29753,2015-01
Effect of plant diversifcation on abundance of South American tomato pinworm and predators in two cropping systems,http://repositorio.unb.br/handle/10482/12195,2009-09
Estudos sociais da infância na UnB : apontamentos a partir produção acadêmica,https://repositorio.unb.br/handle/10482/43512,2022
Persistência da atividade residual do BHC na superfície de diferentes materiais de construção,http://repositorio.unb.br/handle/10482/25049,1984-04
"Hegemonia, consenso e coerção e os beneficiários do Programa Bolsa Família",http://repositorio.unb.br/handle/10482/28950,2013
O traje como experiência social : a coleção de Eufrásia Teixeira Leite assinada por Charles Worth no Museu Casa da Hera,https://repositorio.unb.br/handle/10482/43926,2018-05-29
"Levantamento ﬂorístico e sua distribuição diamétrica da vegetação de um cerrado sensu stricto e de um fragmento de  ﬂoresta de galeria no ribeirão Dois Irmãos na APA de Cafuringa, DF, Brasil",http://repositorio.unb.br/handle/10482/9756,2009-09
An investigation of singularities in robot kinematic chains aiming at building robot calibration models for off-line programming,http://repositorio.unb.br/handle/10482/11309,2005-04
A rare case of giant verruciform xanthoma in the palate,http://repositorio.unb.br/handle/10482/29435,2014
"O subsistema americano, Rio Branco e o ABC",http://repositorio.unb.br/handle/10482/25437,1998
Phase space Schrödinger equation and quadratic friction,http://repositorio2.unb.br/jspui/handle/10482/48507,2022-02-02
Instrumento para mensurar o estresse ocupacional : inventário de estresse em enfermeiros (IEE),http://repositorio.unb.br/handle/10482/25655,2000-12
Diversidade corporal e perícia médica : novos contornos da deficiência para o benefício de prestação continuada,http://repositorio.unb.br/handle/10482/8218,2009-07
Teleodontologia e SUS : uma importante ferramenta para a retomada da Atenção Primária à Saúde no contexto da pandemia de COVID-19,https://repositorio.unb.br/handle/10482/38153,2020
"Fatal traumatic injuries in free-living wild passeriformes and psittaciformes birds in central Brazil, 2006-2018",http://repositorio.unb.br/handle/10482/48059,2023-08-25
Serologic screening and genetic testing among brazilian patients with celiac disease and their first degree relatives,http://repositorio.unb.br/handle/10482/22872,2010-09
Strategic resonance and innovation in public security services in Brazil,https://repositorio.unb.br/handle/10482/36639,2019
Para uma história da protoindustria escolar no Brasil Império : a fábrica Röhe & Irmãos e seus bancos-carteira (1868-1883),https://repositorio.unb.br/handle/10482/36199,2019
Blood-sucking lice may disseminate Trypanosoma cruzi infection in baboons,http://repositorio.unb.br/handle/10482/6718,2001-10
Carbon nitride nanosheets magnetically decorated with Fe3O4 nanoparticles by homogeneous precipitation : adsorption-photocatalytic performance and acute toxicity assessment,https://repositorio.unb.br/handle/10482/42160,2021-08-08
Plasmodium vivax malaria elimination : should innovative ideas from the past be revisited?,http://repositorio.unb.br/handle/10482/29136,2014-08
A experiência dialógica entre ser mãe de criança e enfermeira na pandemia da Covid-19,https://repositorio.unb.br/handle/10482/39747,2020
Efeito das notícias pré-divulgadas no lucro : uma análise no setor de metalurgia e siderurgia brasileira,http://repositorio.unb.br/handle/10482/14468,2011-03
A numerical analysis of a concrete slab breaching using high explosives,https://repositorio.unb.br/handle/10482/36617,2019
"Vertebrados da Estação Ecológica Serra Geral do Tocantins : faunística, biodiversidade e conservação no Cerrado brasileiro",http://repositorio.unb.br/handle/10482/28213,2011
Inconstitucionalidade da lei de segurança nacional,http://repositorio.unb.br/handle/10482/20352,1967
"Composição, riqueza e heterogeneidade da flora arbórea da bacia do rio São João, RJ, Brasil",http://repositorio.unb.br/handle/10482/27243,2008-12
Políticas públicas LGBT no Brasil : um estudo sobre o Centro Estadual de Combate à Homofobia de Pernambuco,https://repositorio.unb.br/handle/10482/36635,2019
Avaliação do impacto de políticas públicas federais no processo de desmatamento na Amazônia,http://repositorio.unb.br/handle/10482/14893,2013-01
"Bioethics, culture and infanticide in brazilian indigenous communities : the Zuruahá case",http://repositorio.unb.br/handle/10482/20681,2010-05
Ground state sign-changing solutions and infinitely many solutions for fractional logarithmic Schrödinger equations in bounded domains,https://repositorio.unb.br/handle/10482/45000,2021
Políticas de expansão da educação superior no Brasil pós-LDB/96 : desafios para a avaliação,http://repositorio.unb.br/handle/10482/9254,2011-01
Microenxertia ex vitro para eliminação do vírus CABMV em maracujá-azedo,http://repositorio.unb.br/handle/10482/6809,2008-05
A ALCA e o setor privado brasileiro : dois casos exemplares,http://repositorio.unb.br/handle/10482/5264,2001
Protective antibodies to plasmodium falciparum and immunity to malaria in an endemic area of Brazil,http://repositorio.unb.br/handle/10482/5795,1986
"Sleep pattern in patients with Chronic Obstructive Pulmonary Disease and correlation among gasometric, spirometric, and polysomnographic variables||Padrão do sono em pacientes portadores de doença pulmonar obstrutiva crônica e correlação entre variáveis gasométricas, espirométricas e polissonográficas",http://repositorio.unb.br/handle/10482/26028,2003
A dialética da intuição e do intelecto : o critério da fertilidade,https://repositorio.unb.br/handle/10482/40330,2020-06-30
"Idade, proveniência e ambiente tectônico do Complexo Jequitinhonha de alto grau, Orógeno Araçuaí",http://repositorio.unb.br/handle/10482/30483,2016-04
Histórias contadas : análise de uma experiência entre os Anishinabe,https://repositorio.unb.br/handle/10482/36408,2019
Intrinsic properties of bipolarons in armchair graphene nanoribbons,https://repositorio.unb.br/handle/10482/41104,2021
Pluralismo e deslocamento ideológico: os limites democráticos dos processos de transformação na América Latina,http://repositorio.unb.br/handle/10482/17269,2013
"Portraying innovation in the public service of Brazil : frameworks, systematization and characterization",http://repositorio.unb.br/handle/10482/29543,2015-10
A questão da saúde mental e atenção psicossocial: considerações acerca do debate em torno de conceitos e direitos,http://repositorio.unb.br/handle/10482/27289,2008
Anemia infecciosa eqüina : prevalência em eqüídeos de serviço em Minas Gerais,http://repositorio.unb.br/handle/10482/12350,2006-04
Microbial diversity in cerrado biome (neotropical savanna) soils,http://repositorio.unb.br/handle/10482/22042,2016-02
